Date/Time;CV1_SP;CV1_AV;CV2_SP;CV2_AV;Y_Temp;YpTemp;YiTemp;YdTemp;Y_Temp;YpTemp;YiTemp;YdTemp;Y_Temp;YpTemp;YiTemp;YdTemp;Y_Hum;Yp_Hum;Yi_Hum;Yd_Hum;CPU_Pt_X21;CPU_Pt_X22;cpcAV_HP;cpcAV_LP;cpcAV_Thp;cpcAV_Tlp;cpcAV_I;clcAV_HP;clcAV_LP;clcAV_Thp;clcAV_Tlp;clcAV_I;
2018.11.22 09:09:12;23.000;27.261;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.373;-0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:17;23.000;27.261;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.376;-0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:22;23.000;27.264;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.377;-0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:27;23.000;27.266;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.378;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:32;23.000;27.266;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.379;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:37;23.000;27.268;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.381;-0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:42;23.000;27.269;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.382;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:48;23.000;27.270;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.384;-0.082;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:53;23.000;27.271;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.384;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:09:58;23.000;27.271;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.384;-0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:10:03;23.000;27.274;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.385;-0.082;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:10:08;23.000;27.275;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.388;-0.081;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 09:10:13;23.000;27.276;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;26.389;-0.082;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:14:53;23.000;30.814;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.050;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:14:58;23.000;30.815;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.050;-0.086;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:03;23.000;30.814;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.049;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:08;23.000;30.817;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.050;-0.087;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:13;23.000;30.817;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.052;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:18;23.000;30.818;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.053;-0.086;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:24;23.000;30.817;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.052;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:29;23.000;30.816;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.051;-0.086;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:34;23.000;30.817;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.052;-0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:39;23.000;30.819;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.055;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:44;23.000;30.819;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.055;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:49;23.000;30.820;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.055;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:54;23.000;30.821;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.056;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:15:59;23.000;30.821;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.056;-0.086;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:16:04;23.000;30.822;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.056;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:16:10;23.000;30.822;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.058;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:16:15;23.000;30.823;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.059;-0.085;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:16:20;23.000;30.824;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.059;-0.086;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:16:25;23.000;30.824;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.058;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:16:30;23.000;30.825;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.059;-0.084;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 14:16:35;23.000;30.825;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;30.060;-0.086;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 19:28:25;25.000;24.983;0.000;0.000;?;?;?;?;-3.018;0.164;-3.657;0.475;0.000;0.000;0.000;0.000;?;?;?;?;24.015;-0.081;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 19:28:30;25.000;24.960;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;23.993;-0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 19:28:35;25.000;24.973;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;24.009;-0.079;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 19:28:40;25.000;25.003;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;24.040;-0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 19:28:45;25.000;25.047;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;24.083;-0.082;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018.11.22 19:28:51;25.000;25.088;0.000;0.000;?;?;?;?;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;?;?;?;?;24.126;-0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
