Nouvelle acquisition du 22/11/2018 19:29:20
Date;Montée (s);Palier (s);Temp (°C);Negative_Reference_Load_Limit;Positive_Reference_Load_Limit;Load;JT1A;JT2A;JT1B;NA
11:9:43:662;0;3600;-55;-0,00;0,00;0,00;5003,89781;4997,03778;5007,33136;5002,24758;
11:9:44:696;0;3600;-55;-0,00;0,00;0,00;5003,90038;4997,03969;5007,32919;5002,26053;
11:9:45:698;0;3600;-55;-0,00;0,00;0,00;5003,90023;4997,05286;5007,33543;5002,25716;
11:9:46:731;0;3600;-55;-0,00;0,00;0,00;5003,89929;4997,05561;5007,33973;5002,26276;
11:9:47:747;0;3600;-55;-0,00;0,00;0,00;5003,9006;4997,03749;5007,33775;5002,26352;
11:9:48:749;0;3600;-55;-0,00;0,00;0,00;5003,89678;4997,05038;5007,32864;5002,25799;
11:9:49:782;0;3600;-55;-0,00;0,00;0,00;5003,90289;4997,05283;5007,33757;5002,2586;
11:9:50:768;0;3600;-55;-0,00;0,00;0,00;5003,90147;4997,0563;5007,33522;5002,25892;
11:9:51:816;0;3600;-55;-0,00;0,00;0,00;5003,89215;4997,04491;5007,33551;5002,25768;
11:9:52:801;0;3600;-55;-0,00;0,00;0,00;5003,89949;4997,04573;5007,33723;5002,25973;
11:9:53:818;0;3600;-55;-0,00;0,00;0,00;5003,90006;4997,04677;5007,3396;5002,26026;
11:9:54:852;0;3600;-55;-0,00;0,00;0,00;5003,90329;4997,05537;5007,33238;5002,26009;
11:9:55:839;0;3600;-55;-0,00;0,00;0,00;5003,90299;4997,03674;5007,33187;5002,25199;
11:9:56:872;0;3600;-55;-0,00;0,00;0,00;5003,9051;4997,04028;5007,33617;5002,24907;
11:9:57:872;0;3600;-55;-0,00;0,00;0,00;5003,89896;4997,04713;5007,33494;5002,26478;
11:9:58:908;0;3600;-55;-0,00;0,00;0,00;5003,89806;4997,04058;5007,34187;5002,25872;
11:9:59:906;0;3600;-55;-0,00;0,00;0,00;5003,89178;4997,04449;5007,34524;5002,26292;
11:10:0:939;0;3600;-55;-0,00;0,00;0,00;5003,8995;4997,03624;5007,3432;5002,26883;
11:10:1:925;0;3600;-55;-0,00;0,00;0,00;5003,89627;4997,05496;5007,33512;5002,2575;
11:10:2:974;0;3600;-55;-0,00;0,00;0,00;5003,90679;4997,04973;5007,34095;5002,26241;
11:10:3:990;0;3600;-55;-0,00;0,00;0,00;5003,91564;4997,05145;5007,33554;5002,25896;
11:10:4:978;0;3600;-55;-0,00;0,00;0,00;5003,90725;4997,04905;5007,33203;5002,26131;
11:10:6:10;0;3600;-55;-0,00;0,00;0,00;5003,90061;4997,03984;5007,33411;5002,25332;
11:10:6:995;0;3600;-55;-0,00;0,00;0,00;5003,89948;4997,04301;5007,33624;5002,26192;
11:10:8:32;0;3600;-55;-0,00;0,00;0,00;5003,89719;4997,0393;5007,33574;5002,26051;
11:10:9:16;0;3600;-55;-0,00;0,00;0,00;5003,89993;4997,04234;5007,33476;5002,26774;
11:10:10:49;0;3600;-55;-0,00;0,00;0,00;5003,90311;4997,0473;5007,33976;5002,26745;
11:10:11:83;0;3600;-55;-0,00;0,00;0,00;5003,89021;4997,03531;5007,34108;5002,26569;
11:10:12:66;0;3600;-55;-0,00;0,00;0,00;5003,90839;4997,05158;5007,34492;5002,2563;
11:10:13:82;0;3600;-55;-0,00;0,00;0,00;5003,89675;4997,0314;5007,33571;5002,25959;
11:10:14:116;0;3600;-55;-0,00;0,00;0,00;5003,90636;4997,05592;5007,34747;5002,26237;
11:10:15:118;0;3600;-55;-0,00;0,00;0,00;5003,89175;4997,05337;5007,34514;5002,25769;
11:10:16:151;0;3600;-55;-0,00;0,00;0,00;5003,88632;4997,04242;5007,34214;5002,25781;
11:10:17:185;0;3600;-55;-0,00;0,00;0,00;5003,89952;4997,04482;5007,33645;5002,25914;
11:10:18:169;0;3600;-55;-0,00;0,00;0,00;5003,88384;4997,05246;5007,33145;5002,264;
11:10:19:158;0;3600;-55;-0,00;0,00;0,00;5003,8959;4997,03953;5007,33721;5002,25632;
11:10:20:189;0;3600;-55;-0,00;0,00;0,00;5003,89798;4997,04154;5007,33773;5002,26152;
11:10:21:206;0;3600;-55;-0,00;0,00;0,00;5003,90549;4997,05439;5007,33263;5002,25928;
11:10:22:206;0;3600;-55;-0,00;0,00;0,00;5003,89252;4997,04752;5007,33423;5002,26663;
11:10:23:240;0;3600;-55;-0,00;0,00;0,00;5003,89881;4997,0461;5007,3367;5002,26051;
11:10:24:241;0;3600;-55;-0,00;0,00;0,00;5003,89207;4997,04578;5007,33628;5002,26209;
11:10:25:274;0;3600;-55;-0,00;0,00;0,00;5003,88869;4997,06225;5007,33297;5002,25951;
11:10:26:277;0;3600;-55;-0,00;0,00;0,00;5003,90533;4997,04521;5007,33727;5002,25875;
11:10:27:295;0;3600;-55;-0,00;0,00;0,00;5003,89648;4997,05552;5007,34177;5002,26155;
11:10:28:295;0;3600;-55;-0,00;0,00;0,00;5003,89255;4997,05429;5007,34392;5002,25876;
11:10:29:312;0;3600;-55;-0,00;0,00;0,00;5003,90532;4997,05356;5007,33218;5002,26814;
11:10:30:329;0;3600;-55;-0,00;0,00;0,00;5003,90598;4997,05263;5007,33434;5002,267;
11:10:31:362;0;3600;-55;-0,00;0,00;0,00;5003,89519;4997,05338;5007,33703;5002,26904;
11:10:32:363;0;3600;-55;-0,00;0,00;0,00;5003,89822;4997,05092;5007,33387;5002,26003;
11:10:33:366;0;3600;-55;-0,00;0,00;0,00;5003,90382;4997,05311;5007,33316;5002,26537;
11:10:34:382;0;3600;-55;-0,00;0,00;0,00;5003,88977;4997,0572;5007,33797;5002,26202;
11:10:35:416;0;3600;-55;-0,00;0,00;0,00;5003,90099;4997,04462;5007,34318;5002,26043;
11:10:36:402;0;3600;-55;-0,00;0,00;0,00;5003,90359;4997,03914;5007,33356;5002,25821;
11:10:37:435;0;3600;-55;-0,00;0,00;0,00;5003,89763;4997,04837;5007,33845;5002,26456;
11:10:38:437;0;3600;-55;-0,00;0,00;0,00;5003,90105;4997,05462;5007,3403;5002,26246;
11:10:39:469;0;3600;-55;-0,00;0,00;0,00;5003,9076;4997,04494;5007,33549;5002,26982;
11:10:40:454;0;3600;-55;-0,00;0,00;0,00;5003,89933;4997,05997;5007,33955;5002,26122;
11:10:41:472;0;3600;-55;-0,00;0,00;0,00;5003,90058;4997,05496;5007,33679;5002,25877;
11:10:42:490;0;3600;-55;-0,00;0,00;0,00;5003,90293;4997,04568;5007,34139;5002,26156;
11:10:43:507;0;3600;-55;-0,00;0,00;0,00;5003,90262;4997,05195;5007,34815;5002,2646;
11:10:44:605;0;3600;-55;-0,00;0,00;0,00;5003,90332;4997,0649;5007,34139;5002,2695;
11:10:45:541;0;3600;-55;-0,00;0,00;0,00;5003,90551;4997,0526;5007,34353;5002,26885;
11:10:46:544;0;3600;-55;-0,00;0,00;0,00;5003,90406;4997,05041;5007,34271;5002,26741;
11:10:47:607;0;3600;-55;-0,00;0,00;0,00;5003,90188;4997,04998;5007,34711;5002,27159;
11:10:48:577;0;3600;-55;-0,00;0,00;0,00;5003,89407;4997,04825;5007,34219;5002,27018;
11:10:49:626;0;3600;-55;-0,00;0,00;0,00;5003,89094;4997,04793;5007,33965;5002,26376;
11:10:50:595;0;3600;-55;-0,00;0,00;0,00;5003,90315;4997,05603;5007,33926;5002,26257;
11:10:51:630;0;3600;-55;-0,00;0,00;0,00;5003,90444;4997,0555;5007,33796;5002,25994;
11:10:52:613;0;3600;-55;-0,00;0,00;0,00;5003,89882;4997,05734;5007,33678;5002,2581;
11:10:53:647;0;3600;-55;-0,00;0,00;0,00;5003,8967;4997,05163;5007,33606;5002,26352;
11:10:54:680;0;3600;-55;-0,00;0,00;0,00;5003,89311;4997,04517;5007,34025;5002,25974;
11:10:55:667;0;3600;-55;-0,00;0,00;0,00;5003,90494;4997,05195;5007,34289;5002,26125;
11:10:56:699;0;3600;-55;-0,00;0,00;0,00;5003,91172;4997,03948;5007,33949;5002,26476;
11:10:57:684;0;3600;-55;-0,00;0,00;0,00;5003,89553;4997,04546;5007,34739;5002,25964;
11:10:58:719;0;3600;-55;-0,00;0,00;0,00;5003,89715;4997,05766;5007,33305;5002,26096;
11:10:59:734;0;3600;-55;-0,00;0,00;0,00;5003,90446;4997,04722;5007,33653;5002,26329;
11:11:0:768;0;3600;-55;-0,00;0,00;0,00;5003,90862;4997,04881;5007,34147;5002,26512;
11:11:1:738;0;3600;-55;-0,00;0,00;0,00;5003,91282;4997,05868;5007,33901;5002,26379;
11:11:2:771;0;3600;-55;-0,00;0,00;0,00;5003,89628;4997,04541;5007,3386;5002,27224;
11:11:3:818;0;3600;-55;-0,00;0,00;0,00;5003,89666;4997,05292;5007,33942;5002,26277;
11:11:4:822;0;3600;-55;-0,00;0,00;0,00;5003,89719;4997,05023;5007,34233;5002,26126;
11:11:5:854;0;3600;-55;-0,00;0,00;0,00;5003,90304;4997,0452;5007,33646;5002,26364;
11:11:6:808;0;3600;-55;-0,00;0,00;0,00;5003,89765;4997,0548;5007,33872;5002,26112;
11:11:7:841;0;3600;-55;-0,00;0,00;0,00;5003,89617;4997,04597;5007,34015;5002,26004;
11:11:8:890;0;3600;-55;-0,00;0,00;0,00;5003,89869;4997,05317;5007,33644;5002,25641;
11:11:9:891;0;3600;-55;-0,00;0,00;0,00;5003,89314;4997,05403;5007,33472;5002,26304;
11:11:10:909;0;3600;-55;-0,00;0,00;0,00;5003,89173;4997,06449;5007,34464;5002,26864;
11:11:11:892;0;3600;-55;-0,00;0,00;0,00;5003,90169;4997,04895;5007,34308;5002,25636;
11:11:12:926;0;3600;-55;-0,00;0,00;0,00;5003,89654;4997,04903;5007,33889;5002,26787;
11:11:13:959;0;3600;-55;-0,00;0,00;0,00;5003,90547;4997,04827;5007,34239;5002,26357;
11:11:15:9;0;3600;-55;-0,00;0,00;0,00;5003,90214;4997,04838;5007,34702;5002,26655;
11:11:15:980;0;3600;-55;-0,00;0,00;0,00;5003,90087;4997,04719;5007,34148;5002,26392;
11:11:16:996;0;3600;-55;-0,00;0,00;0,00;5003,90036;4997,03809;5007,345;5002,26437;
11:11:18:15;0;3600;-55;-0,00;0,00;0,00;5003,90759;4997,04393;5007,34119;5002,25977;
11:11:19:30;0;3600;-55;-0,00;0,00;0,00;5003,89807;4997,05088;5007,34528;5002,26399;
11:11:20:47;0;3600;-55;-0,00;0,00;0,00;5003,90721;4997,04101;5007,34098;5002,26048;
11:11:21:49;0;3600;-55;-0,00;0,00;0,00;5003,89725;4997,04984;5007,34078;5002,2651;
11:11:22:82;0;3600;-55;-0,00;0,00;0,00;5003,90314;4997,04919;5007,34301;5002,26632;
11:11:23:90;0;3600;-55;-0,00;0,00;0,00;5003,89749;4997,0589;5007,33853;5002,26501;
11:11:24:100;0;3600;-55;-0,00;0,00;0,00;5003,89535;4997,05431;5007,34003;5002,26532;
11:11:25:103;0;3600;-55;-0,00;0,00;0,00;5003,90429;4997,05661;5007,33819;5002,25978;
11:11:26:119;0;3600;-55;-0,00;0,00;0,00;5003,91216;4997,05569;5007,3422;5002,26949;
11:11:27:138;0;3600;-55;-0,00;0,00;0,00;5003,90914;4997,04477;5007,33717;5002,26629;
11:11:28:154;0;3600;-55;-0,00;0,00;0,00;5003,9086;4997,05081;5007,3432;5002,27517;
11:11:29:155;0;3600;-55;-0,00;0,00;0,00;5003,91911;4997,04405;5007,34105;5002,26963;
11:11:30:172;0;3600;-55;-0,00;0,00;0,00;5003,91113;4997,0578;5007,3441;5002,25843;
11:11:31:189;0;3600;-55;-0,00;0,00;0,00;5003,89966;4997,05222;5007,34178;5002,26518;
11:11:32:206;0;3600;-55;-0,00;0,00;0,00;5003,91234;4997,04878;5007,34611;5002,26249;
11:11:33:209;0;3600;-55;-0,00;0,00;0,00;5003,90426;4997,04418;5007,3409;5002,26555;
11:11:34:226;0;3600;-55;-0,00;0,00;0,00;5003,91098;4997,06162;5007,33829;5002,27013;
11:11:35:243;0;3600;-55;-0,00;0,00;0,00;5003,90438;4997,0667;5007,34256;5002,26848;
11:11:36:244;0;3600;-55;-0,00;0,00;0,00;5003,90363;4997,06515;5007,34293;5002,27299;
11:11:37:278;0;3600;-55;-0,00;0,00;0,00;5003,91954;4997,05165;5007,34725;5002,27218;
11:11:38:294;0;3600;-55;-0,00;0,00;0,00;5003,91239;4997,05448;5007,34631;5002,26756;
11:11:39:296;0;3600;-55;-0,00;0,00;0,00;5003,90952;4997,05899;5007,34558;5002,26423;
11:11:40:313;0;3600;-55;-0,00;0,00;0,00;5003,9045;4997,04809;5007,34398;5002,2669;
11:11:41:329;0;3600;-55;-0,00;0,00;0,00;5003,89749;4997,05698;5007,34194;5002,26444;
11:11:42:346;0;3600;-55;-0,00;0,00;0,00;5003,90241;4997,05063;5007,33664;5002,25689;
11:11:43:317;0;3600;-55;-0,00;0,00;0,00;5003,90259;4997,04717;5007,3376;5002,25759;
11:11:44:366;0;3600;-55;-0,00;0,00;0,00;5003,90741;4997,06136;5007,33883;5002,26569;
11:11:45:351;0;3600;-55;-0,00;0,00;0,00;5003,91771;4997,04633;5007,33892;5002,25802;
11:11:46:422;0;3600;-55;-0,00;0,00;0,00;5003,90949;4997,0643;5007,34505;5002,2651;
11:11:47:434;0;3600;-55;-0,00;0,00;0,00;5003,90844;4997,05319;5007,34207;5002,2671;
11:11:48:405;0;3600;-55;-0,00;0,00;0,00;5003,90014;4997,06292;5007,34295;5002,26924;
11:11:49:437;0;3600;-55;-0,00;0,00;0,00;5003,9078;4997,05953;5007,34927;5002,26769;
11:11:50:441;0;3600;-55;-0,00;0,00;0,00;5003,91338;4997,05277;5007,35015;5002,27044;
11:11:51:458;0;3600;-55;-0,00;0,00;0,00;5003,90128;4997,04649;5007,3579;5002,26339;
11:11:52:472;0;3600;-55;-0,00;0,00;0,00;5003,90072;4997,04323;5007,35404;5002,26985;
11:11:53:489;0;3600;-55;-0,00;0,00;0,00;5003,90278;4997,05019;5007,34792;5002,26465;
11:11:54:522;0;3600;-55;-0,00;0,00;0,00;5003,90905;4997,05276;5007,35158;5002,2608;
11:11:55:509;0;3600;-55;-0,00;0,00;0,00;5003,89214;4997,05456;5007,35082;5002,25698;
11:11:56:542;0;3600;-55;-0,00;0,00;0,00;5003,8927;4997,05536;5007,35384;5002,26575;
11:11:57:559;0;3600;-55;-0,00;0,00;0,00;5003,8911;4997,05585;5007,35016;5002,26292;
11:11:58:544;0;3600;-55;-0,00;0,00;0,00;5003,8992;4997,06038;5007,35139;5002,26861;
11:11:59:577;0;3600;-55;-0,00;0,00;0,00;5003,9115;4997,05025;5007,3423;5002,26657;
11:12:0:595;0;3600;-55;-0,00;0,00;0,00;5003,9159;4997,04774;5007,34048;5002,26998;
11:12:1:610;0;3600;-55;-0,00;0,00;0,00;5003,9101;4997,05623;5007,34142;5002,27039;
11:12:2:612;0;3600;-55;-0,00;0,00;0,00;5003,90764;4997,05921;5007,34614;5002,2715;
11:12:3:630;0;3600;-55;-0,00;0,00;0,00;5003,9004;4997,05603;5007,34253;5002,26993;
11:12:4:648;0;3600;-55;-0,00;0,00;0,00;5003,909;4997,06704;5007,34861;5002,2687;
11:12:5:633;0;3600;-55;-0,00;0,00;0,00;5003,90634;4997,0609;5007,33942;5002,26591;
11:12:6:682;0;3600;-55;-0,00;0,00;0,00;5003,90543;4997,05627;5007,34218;5002,2677;
11:12:7:668;0;3600;-55;-0,00;0,00;0,00;5003,89821;4997,04703;5007,33953;5002,26864;
11:12:8:686;0;3600;-55;-0,00;0,00;0,00;5003,90092;4997,05427;5007,34228;5002,26218;
11:12:9:718;0;3600;-55;-0,00;0,00;0,00;5003,90069;4997,05594;5007,34105;5002,2619;
11:12:10:735;0;3600;-55;-0,00;0,00;0,00;5003,9018;4997,05718;5007,3428;5002,25883;
11:12:11:736;0;3600;-55;-0,00;0,00;0,00;5003,90493;4997,05709;5007,34107;5002,26648;
11:12:12:738;0;3600;-55;-0,00;0,00;0,00;5003,90692;4997,05578;5007,34548;5002,26377;
11:12:13:771;0;3600;-55;-0,00;0,00;0,00;5003,91196;4997,07255;5007,34376;5002,26263;
11:12:14:788;0;3600;-55;-0,00;0,00;0,00;5003,91241;4997,05557;5007,34466;5002,2572;
11:12:15:789;0;3600;-55;-0,00;0,00;0,00;5003,91705;4997,06108;5007,34823;5002,25884;
11:12:16:824;0;3600;-55;-0,00;0,00;0,00;5003,90842;4997,05261;5007,34697;5002,25331;
11:12:17:793;0;3600;-55;-0,00;0,00;0,00;5003,89481;4997,06196;5007,35701;5002,25886;
11:12:18:843;0;3600;-55;-0,00;0,00;0,00;5003,9129;4997,05885;5007,35475;5002,26101;
11:12:19:859;0;3600;-55;-0,00;0,00;0,00;5003,90844;4997,06654;5007,34812;5002,26623;
11:12:20:876;0;3600;-55;-0,00;0,00;0,00;5003,90758;4997,0556;5007,34076;5002,265;
11:12:21:863;0;3600;-55;-0,00;0,00;0,00;5003,90921;4997,05803;5007,34355;5002,26419;
11:12:22:878;0;3600;-55;-0,00;0,00;0,00;5003,90127;4997,06065;5007,34355;5002,26294;
11:12:23:896;0;3600;-55;-0,00;0,00;0,00;5003,90568;4997,06778;5007,33965;5002,26115;
11:12:24:913;0;3600;-55;-0,00;0,00;0,00;5003,91682;4997,06384;5007,34805;5002,26963;
11:12:25:933;0;3600;-55;-0,00;0,00;0,00;5003,9158;4997,05211;5007,34874;5002,26889;
11:12:26:951;0;3600;-55;-0,00;0,00;0,00;5003,90663;4997,05167;5007,35147;5002,27013;
11:12:27:981;0;3600;-55;-0,00;0,00;0,00;5003,91133;4997,0616;5007,34676;5002,26949;
11:12:28:966;0;3600;-55;-0,00;0,00;0,00;5003,89481;4997,05512;5007,35024;5002,27123;
11:12:29:999;0;3600;-55;-0,00;0,00;0,00;5003,91347;4997,05779;5007,35045;5002,26968;
11:12:30:986;0;3600;-55;-0,00;0,00;0,00;5003,90375;4997,05897;5007,35303;5002,26981;
11:12:32:17;0;3600;-55;-0,00;0,00;0,00;5003,91136;4997,06858;5007,35282;5002,26375;
11:12:33:38;0;3600;-55;-0,00;0,00;0,00;5003,89702;4997,06196;5007,35161;5002,267;
11:12:34:37;0;3600;-55;-0,00;0,00;0,00;5003,90473;4997,06124;5007,34372;5002,26686;
11:12:35:54;0;3600;-55;-0,00;0,00;0,00;5003,90272;4997,06003;5007,34667;5002,26867;
11:12:36:56;0;3600;-55;-0,00;0,00;0,00;5003,90158;4997,05624;5007,34553;5002,27092;
11:12:37:105;0;3600;-55;-0,00;0,00;0,00;5003,90655;4997,05701;5007,35423;5002,26746;
11:12:38:106;0;3600;-55;-0,00;0,00;0,00;5003,91057;4997,04971;5007,3441;5002,27371;
11:12:39:107;0;3600;-55;-0,00;0,00;0,00;5003,91838;4997,05797;5007,35057;5002,27269;
11:12:40:140;0;3600;-55;-0,00;0,00;0,00;5003,91203;4997,05499;5007,35577;5002,27104;
11:12:41:126;0;3600;-55;-0,00;0,00;0,00;5003,91223;4997,07642;5007,35854;5002,27951;
11:12:42:143;0;3600;-55;-0,00;0,00;0,00;5003,91192;4997,06716;5007,35374;5002,27328;
11:12:43:128;0;3600;-55;-0,00;0,00;0,00;5003,91244;4997,06979;5007,34747;5002,26606;
11:12:44:194;0;3600;-55;-0,00;0,00;0,00;5003,91569;4997,06758;5007,35116;5002,26783;
11:12:45:195;0;3600;-55;-0,00;0,00;0,00;5003,91849;4997,06455;5007,35486;5002,27501;
11:12:46:196;0;3600;-55;-0,00;0,00;0,00;5003,91242;4997,05392;5007,35117;5002,27101;
11:12:47:229;0;3600;-55;-0,00;0,00;0,00;5003,9071;4997,04887;5007,35521;5002,27277;
11:12:48:232;0;3600;-55;-0,00;0,00;0,00;5003,90649;4997,06844;5007,34847;5002,27247;
11:12:49:248;0;3600;-55;-0,00;0,00;0,00;5003,90873;4997,05698;5007,35117;5002,26579;
11:12:50:265;0;3600;-55;-0,00;0,00;0,00;5003,91778;4997,06081;5007,34545;5002,27651;
11:12:51:266;0;3600;-55;-0,00;0,00;0,00;5003,90469;4997,06161;5007,34863;5002,26518;
11:12:52:299;0;3600;-55;-0,00;0,00;0,00;5003,89566;4997,05609;5007,34206;5002,26609;
11:12:53:331;0;3600;-55;-0,00;0,00;0,00;5003,91324;4997,06523;5007,3499;5002,26668;
11:12:54:317;0;3600;-55;-0,00;0,00;0,00;5003,91112;4997,0579;5007,34815;5002,27094;
11:12:55:336;0;3600;-55;-0,00;0,00;0,00;5003,90809;4997,06179;5007,34856;5002,2698;
11:12:56:337;0;3600;-55;-0,00;0,00;0,00;5003,90742;4997,0624;5007,35714;5002,27564;
11:12:57:355;0;3600;-55;-0,00;0,00;0,00;5003,89584;4997,05403;5007,35017;5002,26963;
11:12:58:371;0;3600;-55;-0,00;0,00;0,00;5003,90926;4997,0542;5007,35172;5002,26901;
11:12:59:423;0;3600;-55;-0,00;0,00;0,00;5003,90118;4997,05332;5007,35112;5002,26844;
11:13:0:406;0;3600;-55;-0,00;0,00;0,00;5003,91415;4997,05466;5007,34652;5002,26762;
11:13:1:422;0;3600;-55;-0,00;0,00;0,00;5003,91393;4997,06019;5007,34294;5002,26942;
11:13:2:425;0;3600;-55;-0,00;0,00;0,00;5003,91062;4997,05613;5007,35044;5002,27311;
11:13:3:457;0;3600;-55;-0,00;0,00;0,00;5003,90999;4997,06252;5007,34645;5002,27857;
11:13:4:474;0;3600;-55;-0,00;0,00;0,00;5003,90494;4997,06116;5007,35106;5002,26736;
11:13:5:497;0;3600;-55;-0,00;0,00;0,00;5003,91042;4997,05975;5007,3517;5002,27768;
11:13:6:493;0;3600;-55;-0,00;0,00;0,00;5003,89704;4997,06221;5007,34862;5002,27293;
11:13:7:526;0;3600;-55;-0,00;0,00;0,00;5003,90917;4997,04878;5007,35117;5002,27141;
11:13:8:529;0;3600;-55;-0,00;0,00;0,00;5003,90711;4997,05868;5007,34627;5002,2746;
11:13:9:529;0;3600;-55;-0,00;0,00;0,00;5003,90091;4997,05447;5007,35599;5002,27308;
11:13:10:563;0;3600;-55;-0,00;0,00;0,00;5003,91141;4997,0578;5007,34381;5002,2714;
11:13:11:563;0;3600;-55;-0,00;0,00;0,00;5003,91539;4997,05268;5007,34587;5002,26497;
11:13:12:612;0;3600;-55;-0,00;0,00;0,00;5003,91556;4997,05748;5007,34996;5002,26496;
11:13:13:566;0;3600;-55;-0,00;0,00;0,00;5003,90902;4997,06421;5007,34443;5002,26545;
11:13:14:616;0;3600;-55;-0,00;0,00;0,00;5003,91887;4997,06259;5007,34995;5002,26873;
11:13:15:634;0;3600;-55;-0,00;0,00;0,00;5003,91516;4997,05124;5007,35334;5002,28312;
11:13:16:619;0;3600;-55;-0,00;0,00;0,00;5003,90397;4997,05833;5007,35118;5002,26413;
11:13:17:636;0;3600;-55;-0,00;0,00;0,00;5003,91329;4997,05662;5007,35109;5002,2722;
11:13:18:670;0;3600;-55;-0,00;0,00;0,00;5003,90169;4997,04714;5007,34688;5002,26157;
11:13:19:670;0;3600;-55;-0,00;0,00;0,00;5003,90429;4997,05205;5007,34963;5002,26417;
11:13:20:688;0;3600;-55;-0,00;0,00;0,00;5003,91742;4997,05838;5007,35516;5002,26651;
11:13:21:705;0;3600;-55;-0,00;0,00;0,00;5003,89751;4997,06054;5007,35973;5002,2628;
11:13:22:707;0;3600;-55;-0,00;0,00;0,00;5003,90429;4997,0561;5007,36076;5002,26463;
11:13:23:739;0;3600;-55;-0,00;0,00;0,00;5003,89782;4997,06886;5007,35074;5002,26665;
11:13:24:743;0;3600;-55;-0,00;0,00;0,00;5003,9156;4997,07221;5007,34601;5002,26522;
11:13:25:758;0;3600;-55;-0,00;0,00;0,00;5003,89706;4997,06962;5007,34531;5002,27247;
11:13:26:775;0;3600;-55;-0,00;0,00;0,00;5003,90866;4997,05556;5007,34917;5002,26489;
11:13:27:793;0;3600;-55;-0,00;0,00;0,00;5003,90569;4997,06165;5007,34968;5002,26317;
11:13:28:794;0;3600;-55;-0,00;0,00;0,00;5003,90691;4997,06062;5007,34184;5002,27397;
11:13:29:810;0;3600;-55;-0,00;0,00;0,00;5003,90116;4997,05855;5007,34034;5002,27383;
11:13:30:829;0;3600;-55;-0,00;0,00;0,00;5003,91164;4997,05954;5007,35516;5002,27568;
11:13:31:829;0;3600;-55;-0,00;0,00;0,00;5003,91656;4997,06904;5007,3488;5002,27844;
11:13:32:877;0;3600;-55;-0,00;0,00;0,00;5003,903;4997,05305;5007,35778;5002,27337;
11:13:33:879;0;3600;-55;-0,00;0,00;0,00;5003,90851;4997,05585;5007,35378;5002,26815;
11:13:34:881;0;3600;-55;-0,00;0,00;0,00;5003,91384;4997,05985;5007,35193;5002,26796;
11:13:35:882;0;3600;-55;-0,00;0,00;0,00;5003,91325;4997,04503;5007,34479;5002,2746;
11:13:36:916;0;3600;-55;-0,00;0,00;0,00;5003,90797;4997,06007;5007,35449;5002,27542;
11:13:37:922;0;3600;-55;-0,00;0,00;0,00;5003,90989;4997,06793;5007,35212;5002,27426;
11:13:38:950;0;3600;-55;-0,00;0,00;0,00;5003,9023;4997,05708;5007,35355;5002,27348;
11:13:39:952;0;3600;-55;-0,00;0,00;0,00;5003,90596;4997,07148;5007,35007;5002,27009;
11:13:40:969;0;3600;-55;-0,00;0,00;0,00;5003,91453;4997,04649;5007,35163;5002,26804;
11:13:42:17;0;3600;-55;-0,00;0,00;0,00;5003,90856;4997,06453;5007,34905;5002,26459;
11:13:43:3;0;3600;-55;-0,00;0,00;0,00;5003,90732;4997,0597;5007,35487;5002,27072;
11:13:44:20;0;3600;-55;-0,00;0,00;0,00;5003,90245;4997,05377;5007,35855;5002,27027;
11:13:45:54;0;3600;-55;-0,00;0,00;0,00;5003,91531;4997,06082;5007,35539;5002,27587;
11:13:46:39;0;3600;-55;-0,00;0,00;0,00;5003,91854;4997,06169;5007,3598;5002,27921;
11:13:47:56;0;3600;-55;-0,00;0,00;0,00;5003,90449;4997,06352;5007,35667;5002,27504;
11:13:48:89;0;3600;-55;-0,00;0,00;0,00;5003,9099;4997,06211;5007,354;5002,27124;
11:13:49:91;0;3600;-55;-0,00;0,00;0,00;5003,91047;4997,05463;5007,3632;5002,27464;
11:13:50:61;0;3600;-55;-0,00;0,00;0,00;5003,91358;4997,06087;5007,35481;5002,27558;
11:13:51:108;0;3600;-55;-0,00;0,00;0,00;5003,90951;4997,06056;5007,35417;5002,27687;
11:13:52:127;0;3600;-55;-0,00;0,00;0,00;5003,90341;4997,05527;5007,36009;5002,27758;
11:13:53:161;0;3600;-55;-0,00;0,00;0,00;5003,89621;4997,05923;5007,35447;5002,26901;
11:13:54:145;0;3600;-55;-0,00;0,00;0,00;5003,92146;4997,04877;5007,35486;5002,28077;
11:13:55:147;0;3600;-55;-0,00;0,00;0,00;5003,92117;4997,06671;5007,34851;5002,27259;
11:13:56:195;0;3600;-55;-0,00;0,00;0,00;5003,89925;4997,04843;5007,34924;5002,26564;
11:13:57:212;0;3600;-55;-0,00;0,00;0,00;5003,91105;4997,05671;5007,3508;5002,2778;
11:13:58:214;0;3600;-55;-0,00;0,00;0,00;5003,91189;4997,0592;5007,35369;5002,2722;
11:13:59:215;0;3600;-55;-0,00;0,00;0,00;5003,91765;4997,05448;5007,3499;5002,27232;
11:14:0:216;0;3600;-55;-0,00;0,00;0,00;5003,91663;4997,06555;5007,35402;5002,27569;
11:14:1:250;0;3600;-55;-0,00;0,00;0,00;5003,91026;4997,05757;5007,35187;5002,27538;
11:14:2:267;0;3600;-55;-0,00;0,00;0,00;5003,91146;4997,06216;5007,344;5002,27898;
11:14:3:268;0;3600;-55;-0,00;0,00;0,00;5003,91745;4997,06674;5007,35639;5002,27866;
